Drug_ID	Target_ID	Y
OZSFWLCMWUHTDF-STYNFMPRSA-N	P41145	1
OZTFFQVJDLJIMV-ZIJMMUQSSA-N	P30560	0
OZTFFQVJDLJIMV-ZIJMMUQSSA-N	P70536	1
OZTFFQVJDLJIMV-ZIJMMUQSSA-N	Q00788	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P08908	1
OZTGERNCBCMFEB-UHFFFAOYSA-N	P14416	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P28223	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P28335	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P30729	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P34969	1
OZTGERNCBCMFEB-UHFFFAOYSA-N	P35367	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P35462	0
OZTGERNCBCMFEB-UHFFFAOYSA-N	P41595	1
OZTVZSHZOQCELD-UNMCSNQZSA-N	P14416	1
OZTVZSHZOQCELD-UNMCSNQZSA-N	P28223	1
OZTVZSHZOQCELD-UNMCSNQZSA-N	P28335	0
OZUCQMWPUTUNLW-BITNSZHFSA-N	P25099	0
OZUCQMWPUTUNLW-BITNSZHFSA-N	P30543	1
OZUQLMIRFSQYTM-UHFFFAOYSA-N	P08909	1
OZUQLMIRFSQYTM-UHFFFAOYSA-N	P14842	1
OZUQLMIRFSQYTM-UHFFFAOYSA-N	P18901	0
OZUQLMIRFSQYTM-UHFFFAOYSA-N	P19327	1
OZUVMQFMTPBKPC-JKWLULBVSA-N	P32300	1
OZUVMQFMTPBKPC-JKWLULBVSA-N	P33533	0
OZUVMQFMTPBKPC-JKWLULBVSA-N	P33535	1
OZUVMQFMTPBKPC-JKWLULBVSA-N	P41144	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P07550	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P08588	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P08908	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P08909	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P08913	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P14416	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P14842	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P15823	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P18089	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P18825	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P19020	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P19327	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P20288	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P21728	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P21917	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P21918	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P22909	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P25100	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P28221	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P28222	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P28223	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P28335	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P28564	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P30729	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P31388	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P32304	0
OZVBMTJYIDMWIL-AYFBDAFISA-N	P32305	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P35348	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P35368	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P35462	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P41595	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P43140	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P50406	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P61168	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	P61169	1
OZVBMTJYIDMWIL-AYFBDAFISA-N	Q9R1C8	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P07550	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P08588	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P08908	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P08913	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P14416	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P18089	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P18825	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P21728	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P21917	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P21918	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P25100	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P28221	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P28222	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P28223	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P28335	0
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P35348	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P35368	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P35462	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P41595	1
OZVBMTJYIDMWIL-UHFFFAOYSA-N	P50406	1
OZWAKGSVFODGAG-UHFFFAOYSA-N	P25099	0
OZWAKGSVFODGAG-UHFFFAOYSA-N	P29275	1
OZWIJOUQWBWOHR-SVGZELRJSA-N	P30872	0
OZWIJOUQWBWOHR-SVGZELRJSA-N	P30874	0
OZWIJOUQWBWOHR-SVGZELRJSA-N	P31391	0
OZWIJOUQWBWOHR-SVGZELRJSA-N	P32745	0
OZWIJOUQWBWOHR-SVGZELRJSA-N	P35346	1
OZWIJOUQWBWOHR-WWAIVDATSA-N	P30872	0
OZWIJOUQWBWOHR-WWAIVDATSA-N	P30874	0
OZWIJOUQWBWOHR-WWAIVDATSA-N	P31391	0
OZWIJOUQWBWOHR-WWAIVDATSA-N	P32745	0
OZWIJOUQWBWOHR-WWAIVDATSA-N	P35346	1
OZWIQLJRUYENLH-BHETVNITSA-N	P0DMS8	1
OZWIQLJRUYENLH-BHETVNITSA-N	P29274	0
OZWIQLJRUYENLH-BHETVNITSA-N	P29275	0
OZWIQLJRUYENLH-BHETVNITSA-N	P30542	1
OZWURFQKHYKJNH-UHFFFAOYSA-N	P41594	1
OZWURFQKHYKJNH-UHFFFAOYSA-N	Q13255	0
OZWXDWVFTIFZHS-UHFFFAOYSA-N	P14416	0
OZWXDWVFTIFZHS-UHFFFAOYSA-N	P21728	1
OZXJUTMPBYVTKB-IFCKCIONSA-N	P14842	1
OZXJUTMPBYVTKB-IFCKCIONSA-N	P19327	1
OZXJUTMPBYVTKB-IFCKCIONSA-N	P32305	0
OZXRKATVLURSDN-UHFFFAOYSA-N	P08908	0
OZXRKATVLURSDN-UHFFFAOYSA-N	P28221	1
OZXRKATVLURSDN-UHFFFAOYSA-N	P28222	1
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P08908	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P14416	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P28221	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P28222	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P28223	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P28335	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P28566	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P30939	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P31388	1
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P34969	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P35368	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P35462	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P41595	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	P50406	1
OZYPUQNRUYTZDI-UHFFFAOYSA-N	Q13639	0
OZYPUQNRUYTZDI-UHFFFAOYSA-N	Q9R1C8	1
OZYUPQUCAUTOBP-VOBHOPKGSA-N	P33533	0
OZYUPQUCAUTOBP-VOBHOPKGSA-N	P33535	0
OZYUPQUCAUTOBP-VOBHOPKGSA-N	P34975	0
OZYUPQUCAUTOBP-VOBHOPKGSA-N	P42866	1
OZZLMZAQJKSGCB-UHFFFAOYSA-N	P35367	0
OZZLMZAQJKSGCB-UHFFFAOYSA-N	P35462	1
PAARPNZJZZBXBY-ZLPQYYEYSA-N	P35372	1
PAARPNZJZZBXBY-ZLPQYYEYSA-N	P41143	1
PAARPNZJZZBXBY-ZLPQYYEYSA-N	P41145	0
PABJQFMRLMJUNF-GOSISDBHSA-N	Q9QYN8	1
PABJQFMRLMJUNF-GOSISDBHSA-N	Q9Y5N1	0
PACGJHIALGCWJV-UHFFFAOYSA-N	P14416	0
PACGJHIALGCWJV-UHFFFAOYSA-N	P35462	1
PACSDZIXKPFELR-NRFANRHFSA-N	P07550	1
PACSDZIXKPFELR-NRFANRHFSA-N	P08588	1
PACSDZIXKPFELR-NRFANRHFSA-N	P13945	0
PACZUAOKBGMJAN-UHFFFAOYSA-N	P30968	0
PACZUAOKBGMJAN-UHFFFAOYSA-N	P30969	1
PAEBEUZTAPIOIO-UHFFFAOYSA-N	O88536	0
PAEBEUZTAPIOIO-UHFFFAOYSA-N	P25090	1
PAEBEUZTAPIOIO-UHFFFAOYSA-N	P33766	1
PAEDJFLSWUTAFB-UHFFFAOYSA-N	P34995	0
PAEDJFLSWUTAFB-UHFFFAOYSA-N	P35408	0
PAEDJFLSWUTAFB-UHFFFAOYSA-N	P43115	1
PAEDJFLSWUTAFB-UHFFFAOYSA-N	P43116	0
PAERJGTURZDOCC-UHFFFAOYSA-N	P0DMS8	0
PAERJGTURZDOCC-UHFFFAOYSA-N	P29274	1
PAERJGTURZDOCC-UHFFFAOYSA-N	P29275	0
PAERJGTURZDOCC-UHFFFAOYSA-N	P30542	1
PAESXPKWFLPKAY-DYZJZLFBSA-N	P32300	1
PAESXPKWFLPKAY-DYZJZLFBSA-N	P33535	0
PAESXPKWFLPKAY-DYZJZLFBSA-N	P41144	0
PAESXPKWFLPKAY-LJYZBVLISA-N	P32300	1
PAESXPKWFLPKAY-LJYZBVLISA-N	P33535	0
PAESXPKWFLPKAY-LJYZBVLISA-N	P41144	0
PAESXPKWFLPKAY-SXPGVMETSA-N	P33533	1
PAESXPKWFLPKAY-SXPGVMETSA-N	P33535	0
PAESXPKWFLPKAY-SXPGVMETSA-N	P41144	0
PAFIXHNUVNIVSK-UHFFFAOYSA-N	P24530	0
PAFIXHNUVNIVSK-UHFFFAOYSA-N	P25101	1
PAFOMDPWWHFCGE-LLVKDONJSA-N	P14416	0
PAFOMDPWWHFCGE-LLVKDONJSA-N	P19327	0
PAFOMDPWWHFCGE-LLVKDONJSA-N	P35462	1
PAFRDJZWUBUWJO-UHFFFAOYSA-N	P29274	1
PAFRDJZWUBUWJO-UHFFFAOYSA-N	P30542	0
PAFSPMXSTBOTSN-KSVNGYGVSA-N	P0DMS8	1
PAFSPMXSTBOTSN-KSVNGYGVSA-N	P29274	0
PAFSPMXSTBOTSN-KSVNGYGVSA-N	P30542	0
PAFZNILMFXTMIY-UHFFFAOYSA-N	P25099	1
PAFZNILMFXTMIY-UHFFFAOYSA-N	P30543	0
PAHAVOZGHBZJNZ-UHFFFAOYSA-N	P18901	1
PAHAVOZGHBZJNZ-UHFFFAOYSA-N	P19327	1
PAHAVOZGHBZJNZ-UHFFFAOYSA-N	P30729	1
PAHAVOZGHBZJNZ-UHFFFAOYSA-N	P61169	0
PAHGBCUEXOTPIT-MHECFPHRSA-N	P21554	1
PAHGBCUEXOTPIT-MHECFPHRSA-N	P34972	0
PAIJMERJJOWHIB-UHFFFAOYSA-N	P33533	1
PAIJMERJJOWHIB-UHFFFAOYSA-N	P33535	0
PAIJMERJJOWHIB-UHFFFAOYSA-N	P35372	0
PAIJMERJJOWHIB-UHFFFAOYSA-N	P41143	1
PAIJMERJJOWHIB-UHFFFAOYSA-N	P41144	0
PAIJMERJJOWHIB-UHFFFAOYSA-N	P41145	0
PAILFUNFWZLMMN-BWBQVKFQSA-N	P32245	1
PAILFUNFWZLMMN-BWBQVKFQSA-N	P33032	1
PAILFUNFWZLMMN-BWBQVKFQSA-N	P41968	0
PAJMKGZZBBTTOY-ZFORQUDYSA-N	P34995	0
PAJMKGZZBBTTOY-ZFORQUDYSA-N	P35408	0
PAJMKGZZBBTTOY-ZFORQUDYSA-N	P43115	0
PAJMKGZZBBTTOY-ZFORQUDYSA-N	P43116	1
PAJMKGZZBBTTOY-ZFORQUDYSA-N	P43119	1
PAJMKGZZBBTTOY-ZFORQUDYSA-N	Q13258	1
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P11229	0
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P34969	0
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P35372	1
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P41143	0
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P41145	1
PAJSQNJPMJTKTN-UHFFFAOYSA-N	P41146	0
PAJUHBYYUOFCMD-UHFFFAOYSA-N	P28223	1
PAJUHBYYUOFCMD-UHFFFAOYSA-N	P28335	1
PAJUHBYYUOFCMD-UHFFFAOYSA-N	P34969	0
PAJWWHPCBDKVIC-LDQXTDLNSA-N	P35372	1
PAJWWHPCBDKVIC-LDQXTDLNSA-N	P41143	0
PAJWWHPCBDKVIC-LDQXTDLNSA-N	P41145	1
PAKGZTFXDAABCL-LSLKUGRBSA-N	P21554	0
PAKGZTFXDAABCL-LSLKUGRBSA-N	P34972	1
PALXBJLRVCZZDC-UHFFFAOYSA-N	P21554	0
PALXBJLRVCZZDC-UHFFFAOYSA-N	P34972	1
PAMFWLSSFZPHMC-KOSHJBKYSA-N	O02662	1
PAMFWLSSFZPHMC-KOSHJBKYSA-N	P08588	0
PAMFWLSSFZPHMC-KOSHJBKYSA-N	P13945	1
PAMJGKFHXJWILY-UHFFFAOYSA-N	P14416	0
PAMJGKFHXJWILY-UHFFFAOYSA-N	P21917	1
PAMJGKFHXJWILY-UHFFFAOYSA-N	P35462	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P08913	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P18130	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P18825	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P18901	0
PANBMHHKBRMYAL-UHFFFAOYSA-N	P19328	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P23944	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P25100	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P35348	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P35368	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P43140	1
PANBMHHKBRMYAL-UHFFFAOYSA-N	P61169	1
PANSCSQXSYQDJF-UHFFFAOYSA-N	P28221	0
PANSCSQXSYQDJF-UHFFFAOYSA-N	P35348	1
PANSCSQXSYQDJF-UHFFFAOYSA-N	P35368	0
PAOANWZGLPPROA-RQXXJAGISA-N	P0DMS8	0
PAOANWZGLPPROA-RQXXJAGISA-N	P25099	0
PAOANWZGLPPROA-RQXXJAGISA-N	P28647	0
PAOANWZGLPPROA-RQXXJAGISA-N	P29274	1
PAOANWZGLPPROA-RQXXJAGISA-N	P29275	0
PAOANWZGLPPROA-RQXXJAGISA-N	P30542	0
PAOANWZGLPPROA-RQXXJAGISA-N	P30543	1
PAOANWZGLPPROA-RQXXJAGISA-N	P47745	0
PAOANWZGLPPROA-UHFFFAOYSA-N	P0DMS8	0
PAOANWZGLPPROA-UHFFFAOYSA-N	P29274	1
PAOQGQGDDFSBTF-UHFFFAOYSA-N	P14416	0
PAOQGQGDDFSBTF-UHFFFAOYSA-N	P21728	1
PAPJLFSOPBIPIF-OWOJBTEDSA-N	P14416	1
PAPJLFSOPBIPIF-OWOJBTEDSA-N	P21917	0
PAPJLFSOPBIPIF-OWOJBTEDSA-N	P35462	1
PAPWWRYYLPOWNO-UHFFFAOYSA-N	P25100	0
PAPWWRYYLPOWNO-UHFFFAOYSA-N	P28221	0
PAPWWRYYLPOWNO-UHFFFAOYSA-N	P35348	1
PAPWWRYYLPOWNO-UHFFFAOYSA-N	P35368	0
PAQOLVFJAVGSLY-UHFFFAOYSA-N	P08482	0
PAQOLVFJAVGSLY-UHFFFAOYSA-N	P14842	0
PAQOLVFJAVGSLY-UHFFFAOYSA-N	P19327	1
PAQOLVFJAVGSLY-UHFFFAOYSA-N	P31390	1
PARJXHXDPQTXJY-UHFFFAOYSA-N	P0DMS8	1
PARJXHXDPQTXJY-UHFFFAOYSA-N	P25099	0
PARJXHXDPQTXJY-UHFFFAOYSA-N	P29274	0
PARJXHXDPQTXJY-UHFFFAOYSA-N	P29275	1
PARJXHXDPQTXJY-UHFFFAOYSA-N	P30542	0
PARJXHXDPQTXJY-UHFFFAOYSA-N	P30543	0
PARRBDIQICRPTM-UHFFFAOYSA-N	P30547	1
PARRBDIQICRPTM-UHFFFAOYSA-N	P35367	0
PASCQQQYSMLKAC-QGZVFWFLSA-N	P25024	0
PASCQQQYSMLKAC-QGZVFWFLSA-N	P25025	1
PASICOFIPGOEJG-UHFFFAOYSA-N	P18130	0
PASICOFIPGOEJG-UHFFFAOYSA-N	P19327	1
PASICOFIPGOEJG-UHFFFAOYSA-N	P20288	1
PASICOFIPGOEJG-UHFFFAOYSA-N	P28564	0
PASICOFIPGOEJG-UHFFFAOYSA-N	Q28838	0
PASICOFIPGOEJG-UHFFFAOYSA-N	Q75Z89	0
PASICOFIPGOEJG-UHFFFAOYSA-N	Q95136	0
PASKDVYJTCOFHQ-ZWKOTPCHSA-N	P14416	0
PASKDVYJTCOFHQ-ZWKOTPCHSA-N	P21917	1
PAUCBEYUHQSRSV-UHFFFAOYSA-N	P35372	1
PAUCBEYUHQSRSV-UHFFFAOYSA-N	P41143	0
PAUCBEYUHQSRSV-UHFFFAOYSA-N	P41145	1
PAUCBEYUHQSRSV-UHFFFAOYSA-N	P41146	1
PAUCOIKBUOXHQU-IELGQLOGSA-N	P30551	0
PAUCOIKBUOXHQU-IELGQLOGSA-N	P56481	1
PAUCOIKBUOXHQU-ULTGGRCWSA-N	P30551	0
PAUCOIKBUOXHQU-ULTGGRCWSA-N	P56481	1
PAUGKXWLDIKBPI-UHFFFAOYSA-N	P18901	0
PAUGKXWLDIKBPI-UHFFFAOYSA-N	P19020	1
PAUGKXWLDIKBPI-UHFFFAOYSA-N	P30729	0
PAUGKXWLDIKBPI-UHFFFAOYSA-N	P32305	0
PAUGKXWLDIKBPI-UHFFFAOYSA-N	P61169	1
PAUMQFJGPJRGAD-UHFFFAOYSA-N	P19327	1
PAUMQFJGPJRGAD-UHFFFAOYSA-N	P61169	0
PAUUVJVIWWLQGB-YOEHRIQHSA-N	P18901	1
PAUUVJVIWWLQGB-YOEHRIQHSA-N	P35406	1
PAUUVJVIWWLQGB-YOEHRIQHSA-N	P61169	0
PAVJJDHZLVSRMX-UHFFFAOYSA-N	O43613	0
PAVJJDHZLVSRMX-UHFFFAOYSA-N	O43614	1
PAVYSOUZQLFNIW-DYXWJJEUSA-N	P33533	0
PAVYSOUZQLFNIW-DYXWJJEUSA-N	P41144	1
PAVYSOUZQLFNIW-DYXWJJEUSA-N	P41145	0
PAVYSOUZQLFNIW-QKNQBKEWSA-N	P33533	0
PAVYSOUZQLFNIW-QKNQBKEWSA-N	P35372	0
PAVYSOUZQLFNIW-QKNQBKEWSA-N	P41144	1
PAVYSOUZQLFNIW-QKNQBKEWSA-N	P41145	0
PAVYSOUZQLFNIW-SBHAEUEKSA-N	P33533	0
PAVYSOUZQLFNIW-SBHAEUEKSA-N	P41144	1
PAVYSOUZQLFNIW-SBHAEUEKSA-N	P41145	0
PAVYSOUZQLFNIW-SFHLNBCPSA-N	P33533	0
PAVYSOUZQLFNIW-SFHLNBCPSA-N	P41144	1
PAVYSOUZQLFNIW-ZVDOUQERSA-N	P41144	1
PAVYSOUZQLFNIW-ZVDOUQERSA-N	P41145	0
PAWCQPGPSSLSAG-UHFFFAOYSA-N	P21453	1
PAWCQPGPSSLSAG-UHFFFAOYSA-N	Q99500	0
PAYBLKYPEZHEQC-WOSAKMDBSA-N	P33533	0
PAYBLKYPEZHEQC-WOSAKMDBSA-N	P33535	0
PAYBLKYPEZHEQC-WOSAKMDBSA-N	P41144	1
PAYNQYXOKJDXAV-PMHJYTGQSA-N	P43119	0
PAYNQYXOKJDXAV-PMHJYTGQSA-N	Q62053	1
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P21731	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P34980	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P35408	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P43114	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P43115	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P43116	1
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	P43119	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	Q13258	0
PAYNQYXOKJDXAV-ZHIWTBQHSA-N	Q62928	1
PAYPABWTCYOWGX-BDYUSTAISA-N	P33533	0
PAYPABWTCYOWGX-BDYUSTAISA-N	P33535	1
PAYPABWTCYOWGX-BDYUSTAISA-N	P41145	0
PAYSGEHZLXEURH-NRFANRHFSA-N	P21453	1
PAYSGEHZLXEURH-NRFANRHFSA-N	Q99500	0
PAZFHMRKUCGGMT-KBVAKVRCSA-N	P21453	1
PAZFHMRKUCGGMT-KBVAKVRCSA-N	Q99500	0
PAZHIGAJOKRYPV-UHFFFAOYSA-N	P0DMS8	0
PAZHIGAJOKRYPV-UHFFFAOYSA-N	P29274	0
PAZHIGAJOKRYPV-UHFFFAOYSA-N	P29275	1
PAZHIGAJOKRYPV-UHFFFAOYSA-N	P30542	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P07550	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P08588	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P10608	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P13945	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P14842	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P18090	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P19327	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P28223	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P28564	1
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P43140	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	P61169	0
PAZJSJFMUHDSTF-UHFFFAOYSA-N	Q28044	1
PBALYXLMTPWHGV-KRWDZBQOSA-N	P21554	0
PBALYXLMTPWHGV-KRWDZBQOSA-N	P34972	1
PBAUESPYKMKWLB-HFSMHLIXSA-N	P41143	0
PBAUESPYKMKWLB-HFSMHLIXSA-N	P41144	1
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P08908	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P14416	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P14842	1
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P28221	1
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P28222	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P30939	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P34969	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P35364	0
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P35462	1
PBBGIYKMAVNTAL-UHFFFAOYSA-N	P50406	1
PBCDTRNGAOFYSC-UHFFFAOYSA-N	P0DMS8	1
PBCDTRNGAOFYSC-UHFFFAOYSA-N	P29274	0
PBCDTRNGAOFYSC-UHFFFAOYSA-N	P30542	0
PBCRELBKGRVORN-DFVFADGESA-N	P30874	1
PBCRELBKGRVORN-DFVFADGESA-N	P32745	0
PBCRELBKGRVORN-DFVFADGESA-N	P35346	0
PBDUGJXIYQGSPE-UHFFFAOYSA-N	P07550	0
PBDUGJXIYQGSPE-UHFFFAOYSA-N	P08588	0
PBDUGJXIYQGSPE-UHFFFAOYSA-N	P13945	1
PBEBNQYLOCTQOU-UHFFFAOYSA-N	P28223	0
PBEBNQYLOCTQOU-UHFFFAOYSA-N	P28335	1
PBEKHMJUJBBTHM-YRCZKMHPSA-N	P33533	0
PBEKHMJUJBBTHM-YRCZKMHPSA-N	P33535	1
PBENJWAFQLORQL-UHFFFAOYSA-N	P25099	0
PBENJWAFQLORQL-UHFFFAOYSA-N	P30543	1
PBENJWAFQLORQL-UHFFFAOYSA-N	P47745	0
PBGRXJRISCBKBH-LBCVQTNTSA-N	P30874	1
PBGRXJRISCBKBH-LBCVQTNTSA-N	P31391	0
PBHBYYYIKRUVKK-UHFFFAOYSA-N	P35372	0
PBHBYYYIKRUVKK-UHFFFAOYSA-N	P41143	0
PBHBYYYIKRUVKK-UHFFFAOYSA-N	P41145	1
PBHBYYYIKRUVKK-UHFFFAOYSA-N	P41146	1
PBHDQMJUUFTWND-CUPIEXAXSA-N	P32239	0
PBHDQMJUUFTWND-CUPIEXAXSA-N	Q63931	1
PBHDQMJUUFTWND-XILBPPKJSA-N	P32239	0
PBHDQMJUUFTWND-XILBPPKJSA-N	Q63931	1
PBHMSZAQUTYCEO-UHFFFAOYSA-N	P19327	1
PBHMSZAQUTYCEO-UHFFFAOYSA-N	P61169	0
PBHNZQQGQQOYNM-UHFFFAOYSA-N	P08172	0
PBHNZQQGQQOYNM-UHFFFAOYSA-N	P08173	1
PBHNZQQGQQOYNM-UHFFFAOYSA-N	P08912	1
PBHNZQQGQQOYNM-UHFFFAOYSA-N	P11229	1
PBHNZQQGQQOYNM-UHFFFAOYSA-N	P20309	0
PBIQSWDDDJWZKX-UHFFFAOYSA-N	P08908	0
PBIQSWDDDJWZKX-UHFFFAOYSA-N	P28335	0
PBIQSWDDDJWZKX-UHFFFAOYSA-N	P79400	1
PBKAJAPAHGAIKS-UHFFFAOYSA-N	P37288	1
PBKAJAPAHGAIKS-UHFFFAOYSA-N	Q62463	0
PBLCPPVPUGIVDL-HOPUUNBDSA-N	P43088	1
PBLCPPVPUGIVDL-HOPUUNBDSA-N	P43116	0
PBLLZSMBTAPYBH-HHHXNRCGSA-N	P14416	1
PBLLZSMBTAPYBH-HHHXNRCGSA-N	P21917	0
PBLLZSMBTAPYBH-HHHXNRCGSA-N	P35462	1
PBLLZSMBTAPYBH-MHZLTWQESA-N	P14416	0
PBLLZSMBTAPYBH-MHZLTWQESA-N	P21917	0
PBLLZSMBTAPYBH-MHZLTWQESA-N	P35462	1
PBLOKLHEMAJIKI-UHFFFAOYSA-N	P25100	1
PBLOKLHEMAJIKI-UHFFFAOYSA-N	P35348	1
PBLOKLHEMAJIKI-UHFFFAOYSA-N	P35368	0
PBMFBAGKYCXWOV-DGCLKSJQSA-N	P20272	0
PBMFBAGKYCXWOV-DGCLKSJQSA-N	P21554	0
PBMFBAGKYCXWOV-DGCLKSJQSA-N	P34972	1
PBMFBAGKYCXWOV-DGCLKSJQSA-N	Q9QZN9	1
PBMGVMMGAHJOMZ-QPXQOZNCSA-N	P0DMS8	1
PBMGVMMGAHJOMZ-QPXQOZNCSA-N	P29274	0
PBMGVMMGAHJOMZ-QPXQOZNCSA-N	P30542	0
